"Nazwa";"Typ";"Latitude";"Longitude"
"Heweliusza";"stop_position";"54.3562929";"18.6522402"
"Instal 02";"stop_position";"54.3670254";"18.4665524"
"Kokoszki - Poczta 02";"stop_position";"54.3638605";"18.4795695"
"Kokoszki - Poczta 01";"stop_position";"54.3639311";"18.4811109"
"Kosmonautów";"stop_position";"54.3723272";"18.4747576"
"Kosmonautów";"stop_position";"54.3727657";"18.4732265"
"Migowo";"stop_position";"54.352766";"18.5758606"
"Migowo";"stop_position";"54.3529084";"18.5763541"
"Nowatorów 02";"stop_position";"54.3649792";"18.4903756"
"Nowatorów 01";"stop_position";"54.3653673";"18.493557"
"Nowatorów 04";"stop_position";"54.3657174";"18.4902451"
"Brak nazwy";"stop_position";"54.3772403";"18.4549669"
"Brak nazwy";"stop_position";"54.3776452";"18.4532691"
"Brak nazwy";"stop_position";"54.3785835";"18.4493466"
"Brak nazwy";"stop_position";"54.3788313";"18.4483072"
"Brak nazwy";"stop_position";"54.3739557";"18.4686635"
"Brak nazwy";"stop_position";"54.3741374";"18.4679055"
"Rakietowa";"stop_position";"54.369312";"18.482905"
"Rakietowa";"stop_position";"54.3700338";"18.4811567"
"Staw Wróbla 01";"stop_position";"54.3505546";"18.5565118"
"Targ Rybny";"stop_position";"54.3535927";"18.657827"
"Unimor 01";"stop_position";"54.3640377";"18.4725311"
"Unimor 02";"stop_position";"54.3641976";"18.4722018"
"Zacna";"stop_position";"54.3506911";"18.5632031"
"Zbieżna";"stop_position";"54.3669106";"18.4878846"
"Żuraw";"stop_position";"54.3509093";"18.6570839"
"Brama Nizinna";"stop_position";"54.3405618";"18.6479573"
"Brama Nizinna";"stop_position";"54.340955";"18.6483756"
"Głucha 02";"stop_position";"54.3274002";"18.6410484"
"Głucha 01";"stop_position";"54.3278458";"18.6411717"
"Kolonia Mysia";"stop_position";"54.3318066";"18.6427345"
"Kolonia Mysia";"stop_position";"54.3319535";"18.6428015"
"Przybrzeżna";"stop_position";"54.3348907";"18.6480015"
"Ptasia";"stop_position";"54.330234";"18.6265836"
"Ptasia 02";"stop_position";"54.3302644";"18.6280585"
"Równa";"stop_position";"54.3242457";"18.6408858"
"Sandomierska 02";"stop_position";"54.3323772";"18.6344872"
"Sandomierska 01";"stop_position";"54.3324344";"18.6347209"
"Stare Szkoty 02";"stop_position";"54.3355882";"18.6362137"
"De Plelo";"stop_position";"54.3896004";"18.6757045"
"De Plelo";"stop_position";"54.3896764";"18.6758499"
"Potokowa 02";"stop_position";"54.3736775";"18.5666112"
"Potokowa 03";"stop_position";"54.374433";"18.5667086"
"Potokowa 01";"stop_position";"54.3746876";"18.5686698"
"Przystań Żeglugi 02";"stop_position";"54.4029911";"18.6825866"
"Przystań Żeglugi 01";"stop_position";"54.4040181";"18.6815802"
"Westerplatte 01";"stop_position";"54.4060927";"18.6771164"
"Hevelianum 02";"stop_position";"54.3525416";"18.6354694"
"Hevelianum 01";"stop_position";"54.3527799";"18.6349977"
"Przywidzka 03";"stop_position";"54.3246178";"18.5492147"
"Przywidzka 01";"stop_position";"54.3252819";"18.5492526"
"Szadółki Obwodnica";"stop_position";"54.3229908";"18.5427833"
"Szadółki Obwodnica";"stop_position";"54.3231489";"18.5427888"
"Urząd Miejski 02";"stop_position";"54.3514521";"18.6394443"
"Zakład Utylizacyjny 01";"stop_position";"54.3229992";"18.5406808"
"Port Lotniczy 09";"stop_position";"54.3829072";"18.4673747"
"Barniewicka 02";"stop_position";"54.4341776";"18.4661445"
"Biwakowa";"stop_position";"54.4270192";"18.4599652"
"Biwakowa";"stop_position";"54.42817";"18.4609046"
"Klukowo 01";"stop_position";"54.3889718";"18.4821858"
"Klukowo 04";"stop_position";"54.3893318";"18.4825905"
"Klukowo 03";"stop_position";"54.3893937";"18.482739"
"Jednorożca";"stop_position";"54.4235971";"18.4787235"
"Jednorożca";"stop_position";"54.424271";"18.4787557"
"Marsa";"stop_position";"54.4201058";"18.4785434"
"Marsa";"stop_position";"54.420901";"18.4785667"
"Niedziałkowskiego 02";"stop_position";"54.4302696";"18.4620974"
"Niedziałkowskiego 01";"stop_position";"54.4313114";"18.4631679"
"Nowa 02";"stop_position";"54.432479";"18.4710841"
"Odyseusza";"stop_position";"54.4314841";"18.4838785"
"Osiedle Barniewice";"stop_position";"54.4122066";"18.4514238"
"Osowa Obwodnica";"stop_position";"54.4288028";"18.4960837"
"Osowa Obwodnica";"stop_position";"54.42881";"18.4956995"
"Owczarnia 02";"stop_position";"54.4141427";"18.4804206"
"Przyrodników";"stop_position";"54.3842104";"18.4326504"
"Wojnarskiego 01";"stop_position";"54.3845569";"18.4860381"
"Radiowa 01";"stop_position";"54.3898673";"18.4761556"
"Radiowa 02";"stop_position";"54.3899809";"18.4755247"
"Saturna 02";"stop_position";"54.4146032";"18.4466546"
"Saturna 01";"stop_position";"54.4149454";"18.4468798"
"Spadochroniarzy 02";"stop_position";"54.3856569";"18.4706671"
"Spadochroniarzy 01";"stop_position";"54.3870909";"18.4718183"
"Transportowców 02";"stop_position";"54.3581127";"18.4911002"
"Transportowców 01";"stop_position";"54.3594087";"18.4915425"
"Harfowa 01";"stop_position";"54.3761379";"18.523183"
"Chrzanowskiego 02";"stop_position";"54.3800605";"18.5869171"
"Damroki";"stop_position";"54.3387314";"18.5643127"
"Dolne Młyny 02";"stop_position";"54.3666067";"18.567729"
"Emaus";"stop_position";"54.3467026";"18.6030599"
"Emaus";"stop_position";"54.347146";"18.6021418"
"Emaus";"stop_position";"54.3475211";"18.6042548"
"Emaus";"stop_position";"54.3481958";"18.6027629"
"Galeria Bałtycka 04";"stop_position";"54.3815099";"18.5993131"
"Galeria Bałtycka 06";"stop_position";"54.3821199";"18.5969757"
"Galeria Bałtycka 05";"stop_position";"54.3830242";"18.5989008"
"Galeria Bałtycka 03";"stop_position";"54.3833181";"18.5972506"
"Jasień - Pólnicy";"stop_position";"54.341065";"18.5611293"
"Karskiego 01";"stop_position";"54.3636287";"18.5565175"
"Karskiego 02";"stop_position";"54.3636495";"18.5562728"
"Krzemowa 01";"stop_position";"54.3246609";"18.6180275"
"Orunia Górna 01";"stop_position";"54.3251906";"18.6184956"
"Platynowa 03";"stop_position";"54.326355";"18.6113813"
"Platynowa 02";"stop_position";"54.3266121";"18.6093216"
"Platynowa 01";"stop_position";"54.3273683";"18.6111271"
"Potokowa - Matemblewska 01";"stop_position";"54.3657134";"18.5617307"
"Potokowa - Matemblewska 02";"stop_position";"54.3664566";"18.5632701"
"Reymonta";"stop_position";"54.3828868";"18.5850665"
"Reymonta";"stop_position";"54.3829973";"18.5849091"
"Srebrniki 02";"stop_position";"54.3788073";"18.5791726"
"Srebrniki 01";"stop_position";"54.378985";"18.5806022"
"Cmentarz Srebrzysko 01";"stop_position";"54.3780414";"18.5809058"
"Cmentarz Srebrzysko 02";"stop_position";"54.3780918";"18.5790661"
"Słowackiego - Działki 02";"stop_position";"54.3709535";"18.555622"
"Słowackiego - Działki 01";"stop_position";"54.370649";"18.5563064"
"Uranowa 01";"stop_position";"54.3261188";"18.6203018"
"Pagórkowa";"stop_position";"54.3449612";"18.5906535"
"Pagórkowa";"stop_position";"54.3450944";"18.5914362"
"Źródlana";"stop_position";"54.3419339";"18.5535065"
"Bratki 01";"stop_position";"54.3345572";"18.671078"
"Stary Rynek Oliwski 01";"stop_position";"54.4087963";"18.557906"
"Stary Rynek Oliwski 02";"stop_position";"54.4089235";"18.5555061"
"Brama Oruńska 02";"stop_position";"54.3393472";"18.6397"
"Gęsia";"stop_position";"54.3308556";"18.6673982"
"Hala ""Olivia"" 01";"stop_position";"54.4014011";"18.5740381"
"Hokejowa 01";"stop_position";"54.309666";"18.5879527"
"Hokejowa 02";"stop_position";"54.310479";"18.5888842"
"Liliowa";"stop_position";"54.3152398";"18.5911515"
"Liliowa";"stop_position";"54.3154973";"18.5910487"
"Miedza n/ż 01";"stop_position";"54.3355042";"18.6619964"
"Olszynka - Niwki 01";"stop_position";"54.3359204";"18.6772006"
"Przebiśniegowa";"stop_position";"54.3158431";"18.5936905"
"Przebiśniegowa";"stop_position";"54.3160196";"18.5936475"
"Przymorze SKM 01";"stop_position";"54.4014794";"18.5765174"
"Rynarzewo";"stop_position";"54.4214792";"18.5382582"
"Rynarzewo";"stop_position";"54.4217752";"18.536952"
"Stoczniowców";"stop_position";"54.3432161";"18.6317471"
"Wronki";"stop_position";"54.3422424";"18.6284208"
"Zagony";"stop_position";"54.336345";"18.6587399"
"Łanowa I";"stop_position";"54.328291";"18.6703918"
"Czermińskiego 02";"stop_position";"54.3228648";"18.5548344"
"Elfów";"stop_position";"54.3156967";"18.5698797"
"Grabowskiego";"stop_position";"54.3415239";"18.6210194"
"Jaworzniaków 01";"stop_position";"54.3180034";"18.56876"
"Rębowo";"stop_position";"54.3221785";"18.5597717"
"Rębowo";"stop_position";"54.3225193";"18.5589153"
"Wyczółkowskiego 02";"stop_position";"54.3561089";"18.6171259"
"Wyczółkowskiego 01";"stop_position";"54.357222";"18.619846"
"Jeleniogórska";"stop_position";"54.3286211";"18.5822832"
"Jeleniogórska";"stop_position";"54.3288391";"18.5830227"
"Jabłoniowa Osiedle";"stop_position";"54.3317214";"18.5639133"
"Leszczynowa 02";"stop_position";"54.3308554";"18.5570145"
"Bartnicza 01";"stop_position";"54.3068241";"18.6152072"
"Niepołomicka";"stop_position";"54.3202507";"18.5950251"
"Niepołomicka";"stop_position";"54.3203135";"18.5952142"
"Olimpijska 01";"stop_position";"54.3055594";"18.5812272"
"Dom Pomocy Społecznej 01";"stop_position";"54.3099529";"18.6201897"
"Przemian";"stop_position";"54.3044935";"18.6043199"
"Przemian 01";"stop_position";"54.3048721";"18.6039603"
"Szadółki 01";"stop_position";"54.3284185";"18.5518042"
"Węzeł Lipce 02";"stop_position";"54.298054";"18.6327525"
"Orląt Lwowskich 01";"stop_position";"54.3230916";"18.6027435"
"Orląt Lwowskich 02";"stop_position";"54.3231447";"18.6028642"
"Opolska 01";"stop_position";"54.405091";"18.598039"
"Kołobrzeska 06";"stop_position";"54.4042309";"18.5933817"
"Kołobrzeska 05";"stop_position";"54.4044637";"18.5947766"
"Gdańsk, Wrzeszcz PKP";"stop_position";"54.3814031";"18.6039936"
"Niedźwiednik PKM 02";"stop_position";"54.3773701";"18.5726983"
"Niedźwiednik PKM 03";"stop_position";"54.3780324";"18.5745893"
"Wrzeszcz PKP";"stop_position";"54.3812677";"18.6046161"
"Wrzeszcz PKP 03";"stop_position";"54.3813324";"18.6044776"
"Wrzeszcz PKP 05";"stop_position";"54.3813098";"18.6041896"
"Wrzeszcz PKP 04";"stop_position";"54.3813954";"18.6043291"
"Lubowidzka";"stop_position";"54.327969";"18.538216"
"Zabytkowa 01";"stop_position";"54.3798703";"18.5899877"
"Zabytkowa 02";"stop_position";"54.3791161";"18.5877728"
"Brzeźno Dom Zdrojowy 03";"stop_position";"54.4072045";"18.6390075"
"Zespół Szkół Morskich 02";"stop_position";"54.4033038";"18.6546144"
"Zespół Szkół Morskich 01";"stop_position";"54.4036085";"18.6539283"
"Chłopska 01";"stop_position";"54.4083116";"18.5912239"
"Biały Dwór 01";"stop_position";"54.408511";"18.6052888"
"Biały Dwór 02";"stop_position";"54.4091225";"18.6049486"
"Górskiego 02";"stop_position";"54.4187633";"18.5653026"
"Górskiego 01";"stop_position";"54.4201242";"18.5651474"
"Jagiellońska 01";"stop_position";"54.4129127";"18.5915972"
"Jagiellońska 02";"stop_position";"54.4131999";"18.5932439"
"Krynicka 01";"stop_position";"54.4034336";"18.5878389"
"Krynicka 02";"stop_position";"54.4035498";"18.5879082"
"Oliwa PKP 02";"stop_position";"54.411091";"18.5726629"
"Oliwa PKP 04";"stop_position";"54.4111728";"18.5722982"
"Oliwa PKP 03";"stop_position";"54.4117183";"18.5740563"
"Oliwa 05";"stop_position";"54.4090838";"18.5684491"
"Opacka 03";"stop_position";"54.4152028";"18.5662798"
"Przymorze SKM 03";"stop_position";"54.4017754";"18.5764166"
"Przymorze Wielkie";"stop_position";"54.4102874";"18.6034046"
"Przymorze Wielkie";"stop_position";"54.4104722";"18.6031063"
"Rybacka";"stop_position";"54.4242982";"18.5776361"
"Karwieńska 01";"stop_position";"54.4107523";"18.5487852"
"Karwieńska 02";"stop_position";"54.4113311";"18.5468573"
"Abrahama 01";"stop_position";"54.3926551";"18.583362"
"Abrahama 02";"stop_position";"54.3938457";"18.5813228"
"Centrum Medycyny Inwazyjnej 02";"stop_position";"54.3661733";"18.6192037"
"Centrum Medycyny Inwazyjnej 01";"stop_position";"54.3663063";"18.6195282"
"Centrum Onkologii 04";"stop_position";"54.3701551";"18.6272908"
"Jasia i Małgosi 02";"stop_position";"54.3978875";"18.56414"
"Jasia i Małgosi 01";"stop_position";"54.3980687";"18.5640341"
"Jaśkowa Dolina 04";"stop_position";"54.3776637";"18.6082548"
"Lwowska 01";"stop_position";"54.3896863";"18.6222367"
"Matemblewo 01";"stop_position";"54.3666988";"18.5488136"
"Meczet";"stop_position";"54.3901605";"18.5733886"
"Meczet";"stop_position";"54.3905535";"18.5724456"
"Mjr Hubala";"stop_position";"54.3863754";"18.5789903"
"Mjr Hubala";"stop_position";"54.3874249";"18.5775912"
"Opera Bałtycka";"stop_position";"54.3731195";"18.6234403"
"SDO ""Złota Jesień""";"stop_position";"54.3870216";"18.5988476"
"Mostowa 01";"stop_position";"54.3363261";"18.6485483"
"Szpital Marynarki Wojennej";"stop_position";"54.3939175";"18.5675997"
"Teatr Miniatura / Radio Gdańsk 04";"stop_position";"54.3752559";"18.6177157"
"Uniwersyteckie Centrum Kliniczne 02";"stop_position";"54.3666657";"18.6266496"
"Uniwersytet Medyczny 04";"stop_position";"54.3674138";"18.6316994"
"Uniwersytet Medyczny";"stop_position";"54.3675758";"18.6328132"
"Uphagena 01";"stop_position";"54.3768476";"18.61508"
"Wrzeszcz PKP 01";"stop_position";"54.3808014";"18.6064871"
"Zakopiańska";"stop_position";"54.3489191";"18.6170259"
"Zaspa SKM";"stop_position";"54.389333";"18.5944957"
"Zaspa SKM";"stop_position";"54.3895177";"18.5944388"
"Baza Manipulacyjna 02";"stop_position";"54.353625";"18.7570635"
"Baza Manipulacyjna 01";"stop_position";"54.3538379";"18.7579"
"Belgradzka 03";"stop_position";"54.3565014";"18.5874255"
"Błonia";"stop_position";"54.3512441";"18.703973"
"Błonia 01";"stop_position";"54.3513483";"18.7039264"
"Dwór Ferberów 01";"stop_position";"54.3059293";"18.6301496"
"Górki Wschodnie 01";"stop_position";"54.3504337";"18.7930884"
"Górki Wschodnie 02";"stop_position";"54.3508336";"18.7909197"
"Jasień - Działki";"stop_position";"54.3444058";"18.5422975"
"Jasień - Działki";"stop_position";"54.3445448";"18.5412281"
"Lipowa";"stop_position";"54.3395099";"18.5762499"
"Miałki Szlak 02";"stop_position";"54.3489102";"18.6842907"
"Miałki Szlak 01";"stop_position";"54.3492191";"18.6800499"
"Myśliwska";"stop_position";"54.3437483";"18.5811856"
"Myśliwska";"stop_position";"54.3441861";"18.5819075"
"Wileńska 01";"stop_position";"54.3618414";"18.5947038"
"Piekarnicza";"stop_position";"54.3520905";"18.5917904"
"Sucharskiego - PKP 02";"stop_position";"54.3718567";"18.6833745"
"Wiślinka Szkoła";"stop_position";"54.3303184";"18.8002033"
"Wiślinka Szkoła";"stop_position";"54.3306683";"18.8020165"
"Zielony Stok";"stop_position";"54.3456662";"18.596063"
"Zielony Stok";"stop_position";"54.3459825";"18.5982702"
"Bażyńskiego 06";"stop_position";"54.3993354";"18.5691173"
"Czerwony Dwór 04";"stop_position";"54.4114752";"18.5877988"
"Czerwony Dwór 05";"stop_position";"54.4124559";"18.5889917"
"Czerwony Dwór 03";"stop_position";"54.4130202";"18.5879177"
"Jaśkowa Dolina 03";"stop_position";"54.3784997";"18.6064831"
"Galeria Bałtycka 07";"stop_position";"54.3832874";"18.5990849"
"Gospody 01";"stop_position";"54.4197893";"18.5827598"
"Jaśkowa Dolina 05";"stop_position";"54.377813";"18.6068022"
"Kujawska 02";"stop_position";"54.3764829";"18.6702174"
"Kujawska 01";"stop_position";"54.3767285";"18.6701533"
"Nowe Ogrody";"stop_position";"54.3526491";"18.6421378"
"Obrońców Westerplatte 04";"stop_position";"54.4082807";"18.5628592"
"Obrońców Westerplatte 03";"stop_position";"54.4083548";"18.5630816"
"Obrońców Westerplatte 05";"stop_position";"54.4087105";"18.5636427"
"Oliwa PKP 01";"stop_position";"54.4111549";"18.5728881"
"Oliwa 07";"stop_position";"54.409231";"18.5670585"
"Oliwa 06";"stop_position";"54.4092878";"18.5674475"
"Oliwa 04";"stop_position";"54.4091123";"18.5682183"
"Opera Bałtycka";"stop_position";"54.372874";"18.6248485"
"Pomorska - Osiedle";"stop_position";"54.4180449";"18.5779701"
"Teatr Miniatura / Radio Gdańsk 03";"stop_position";"54.3757725";"18.6162499"
"Wojska Polskiego";"stop_position";"54.3870901";"18.5896566"
"Zakopiańska";"stop_position";"54.3489413";"18.618887"
"Zamenhofa 04";"stop_position";"54.3868413";"18.5849102"
"Zamenhofa 03";"stop_position";"54.3869808";"18.5849857"
"Żabi Kruk";"stop_position";"54.3464412";"18.6515889"
"Żabi Kruk";"stop_position";"54.3466796";"18.6516493"
"Bażyńskiego 07";"stop_position";"54.3989605";"18.5672598"
"Krasickiego 01";"stop_position";"54.4063569";"18.6436964"
"Brzeźno Dom Zdrojowy 02";"stop_position";"54.4073171";"18.6385279"
"Brzeźno Dom Zdrojowy 01";"stop_position";"54.4073395";"18.6380755"
"Bysewo 05";"stop_position";"54.3748512";"18.463601"
"Krasickiego 04";"stop_position";"54.4059782";"18.644666"
"Latarnia Morska";"stop_position";"54.4046293";"18.6552227"
"Latarnia Morska";"stop_position";"54.4047041";"18.6559482"
"Norblina 02";"stop_position";"54.3881215";"18.5715219"
"Polsat Plus Arena Gdańsk";"stop_position";"54.3873878";"18.6489883"
"Plac Wolności 01";"stop_position";"54.3990549";"18.6700066"
"Swojska 01";"stop_position";"54.379581";"18.6344484"
"Marynarki Polskiej 02";"stop_position";"54.3983659";"18.6661477"
"Brama Wyżynna 05";"stop_position";"54.3505333";"18.6463073"
"Brama Wyżynna 03";"stop_position";"54.3506975";"18.6463662"
"Łostowice Świętokrzyska 04";"stop_position";"54.3226583";"18.6061083"
"Łostowice Świętokrzyska 06";"stop_position";"54.3232782";"18.6061866"
"Żaglowa - AmberExpo";"stop_position";"54.382555";"18.6387737"
"Beniowskiego 02";"stop_position";"54.4094534";"18.5769208"
"Bora Komorowskiego 04";"stop_position";"54.408891";"18.5872465"
"Dworzec Główny 13";"stop_position";"54.3547637";"18.6456187"
"Dworzec Główny 11";"stop_position";"54.3549569";"18.6456677"
"Dworzec Główny";"stop_position";"54.3551143";"18.6457076"
"Dworzec Główny 07";"stop_position";"54.3552875";"18.6457516"
"Dworzec Główny 10";"stop_position";"54.3555316";"18.6453894"
"Dworzec Główny 05";"stop_position";"54.3554893";"18.6458028"
"Twierdza Wisłoujście";"stop_position";"54.3914572";"18.6796648"
"Twierdza Wisłoujście";"stop_position";"54.3915757";"18.6799602"
"Skrajna";"stop_position";"54.3490697";"18.6123863"
"Skrajna";"stop_position";"54.3490105";"18.6129127"
"Siedlce 03";"stop_position";"54.3482958";"18.6065044"
"Siedlce 02";"stop_position";"54.3481254";"18.6070265"
"Siedlce 01";"stop_position";"54.3482489";"18.6071598"
"Siedlce 05";"stop_position";"54.3483116";"18.6070135"
"Siedlce 04";"stop_position";"54.3481633";"18.6072261"
"Brętowo PKM 03";"stop_position";"54.3640524";"18.573601"
"Matarnia PKM 02";"stop_position";"54.3731095";"18.5059339"
"Budapesztańska";"stop_position";"54.3559825";"18.5786958"
"Budapesztańska";"stop_position";"54.3561471";"18.5787656"
"Warneńska 01";"stop_position";"54.3576445";"18.5830886"
"Warneńska 02";"stop_position";"54.3576779";"18.5823548"
"Jelitkowo 02";"stop_position";"54.4231923";"18.5927288"
"Port Lotniczy 02";"stop_position";"54.3827319";"18.4677724"
"Port Lotniczy 03";"stop_position";"54.3828029";"18.4678207"
"Port Lotniczy 04";"stop_position";"54.3828806";"18.4678747"
"Wiślinka Piaskowa";"stop_position";"54.3385504";"18.8235306"
"Sobieszewko 01";"stop_position";"54.3285347";"18.843926"
"Sobieszewska Pastwa 1 02";"stop_position";"54.3193629";"18.8651921"
"Port Lotniczy 01";"stop_position";"54.3826562";"18.4677208"
"Biblioteka Główna UG 02";"stop_position";"54.3972508";"18.5773516"
"Biblioteka Główna UG 01";"stop_position";"54.3987902";"18.5760285"
"Falowa 01";"stop_position";"54.3430436";"18.8360478"
"Falowa 02";"stop_position";"54.3430547";"18.835905"
"Kanałowa 01";"stop_position";"54.342783";"18.8391645"
"Kanałowa 02";"stop_position";"54.3427852";"18.839441"
"Katarzynki";"stop_position";"54.3542667";"18.6536823"
"Katownia";"stop_position";"54.3504658";"18.6476937"
"Kwiatowa 02";"stop_position";"54.3392469";"18.8946788"
"Kwiatowa 01";"stop_position";"54.3393786";"18.8936352"
"Lazurowa 02";"stop_position";"54.3413654";"18.8740582"
"Lazurowa 01";"stop_position";"54.3416106";"18.8728799"
"Na Szańcach 02";"stop_position";"54.3447298";"18.6730908"
"Teatr Szekspirowski";"stop_position";"54.3484051";"18.6472579"
"Plac Solidarności 03";"stop_position";"54.3584943";"18.6473548"
"Plac Solidarności 04";"stop_position";"54.3593364";"18.6476588"
"Na Zaspę";"stop_position";"54.4018626";"18.6652689"
"Nowy Port Szaniec Zachodni 02";"stop_position";"54.396151";"18.6728191"
"Nowy Port Szaniec Zachodni 01";"stop_position";"54.3962651";"18.673519"
"Przychodnia 01";"stop_position";"54.4022047";"18.6699422"
"Na Zaspę 01";"stop_position";"54.4014261";"18.6646313"
"Rybołowców 01";"stop_position";"54.4026721";"18.6655568"
"Władysława IV 01";"stop_position";"54.3987054";"18.6743135"
"Gronostajowa";"stop_position";"54.3452259";"18.547425"
"Jasień PKM 01";"stop_position";"54.3531766";"18.5500166"
"Jasieńska";"stop_position";"54.34848";"18.5494784"
"Jasieńska";"stop_position";"54.3495401";"18.5524605"
"Jasieńska";"stop_position";"54.3496884";"18.5495422"
"Jodowa 01";"stop_position";"54.3459122";"18.8204278"
"Jodowa 02";"stop_position";"54.3461684";"18.8197748"
"Kolonia Uroda";"stop_position";"54.3923141";"18.622341"
"Kolonia Uroda";"stop_position";"54.39265";"18.6223998"
"Kościuszki";"stop_position";"54.3880085";"18.6223745"
"Nadwiślańska 02";"stop_position";"54.348904";"18.8039343"
"Nadwiślańska 01";"stop_position";"54.3489305";"18.8036039"
"Nowy Port Góreckiego 01";"stop_position";"54.4000499";"18.6709981"
"Ornitologów 01";"stop_position";"54.3491334";"18.7987129"
"Ornitologów 02";"stop_position";"54.3492346";"18.7976437"
"Mostowa 02";"stop_position";"54.3352694";"18.6495083"
"Sobieszewska 02";"stop_position";"54.3469636";"18.8158469"
"Sobieszewska 01";"stop_position";"54.3471488";"18.813828"
"Tęczowa 02";"stop_position";"54.3481091";"18.8106703"
"Tęczowa 01";"stop_position";"54.348452";"18.8092214"
"Benzynowa 01";"stop_position";"54.3416531";"18.7528441"
"Benzynowa 02";"stop_position";"54.3417171";"18.7530924"
"Makro 04";"stop_position";"54.3389124";"18.7382538"
"Michałki 02";"stop_position";"54.347058";"18.7177715"
"Michałki 01";"stop_position";"54.3471592";"18.7178756"
"Naftowa 01";"stop_position";"54.3428554";"18.7696168"
"Oczyszczalnia 02";"stop_position";"54.3421122";"18.757214"
"Oczyszczalnia 01";"stop_position";"54.3421168";"18.7579118"
"Olszynka - Szkoła 02";"stop_position";"54.3418317";"18.6691711"
"Płońska 01";"stop_position";"54.3470001";"18.7739332"
"Płońska 02";"stop_position";"54.3469986";"18.7740701"
"Rafineria 02";"stop_position";"54.3431978";"18.7234828"
"Rafineria 01";"stop_position";"54.3439819";"18.7217873"
"Tarcice 02";"stop_position";"54.3512132";"18.7107899"
"Tarcice 01";"stop_position";"54.3522882";"18.7085347"
"Zagroble 02";"stop_position";"54.3468682";"18.7854499"
"Zagroble 01";"stop_position";"54.3468912";"18.7851028"
"Chłodna 02";"stop_position";"54.3433395";"18.6627064"
"Dobra 01";"stop_position";"54.3412307";"18.6553196"
"Dworska";"stop_position";"54.4042173";"18.62726"
"Dworska";"stop_position";"54.4043447";"18.6256004"
"Grudziądzka 05";"stop_position";"54.3968247";"18.622176"
"PCK 01";"stop_position";"54.4044583";"18.6325625"
"PCK 02";"stop_position";"54.4047478";"18.6316024"
"Uczniowska";"stop_position";"54.4004306";"18.6256365"
"Wróbla 01";"stop_position";"54.3406105";"18.6579678"
"Biała 01";"stop_position";"54.3780436";"18.6152339"
"al. Płażyńskiego";"stop_position";"54.4011327";"18.6236776"
"al. Płażyńskiego";"stop_position";"54.401309";"18.622131"
"Brak nazwy";"stop_position";"54.4027461";"18.6233853"
"al. Płażyńskiego";"stop_position";"54.4031032";"18.6218901"
"Łanowa II";"stop_position";"54.326176";"18.6728598"
"Łanowa III";"stop_position";"54.3223407";"18.6773213"
"Łanowa IV";"stop_position";"54.3190999";"18.6811033"
"al. Płażyńskiego";"stop_position";"54.4016139";"18.6224081"
"al. Płażyńskiego";"stop_position";"54.4027165";"18.6231093"
"Gdańska";"stop_position";"54.4023503";"18.6308474"
"Grudziądzka";"stop_position";"54.3961508";"18.6223032"
"Grudziądzka";"stop_position";"54.3964023";"18.6223614"
"Sternicza";"stop_position";"54.404669";"18.6345052"
"Uczniowska";"stop_position";"54.4002647";"18.6263324"
"Gdańsk Przymorze - Uniwersytet";"stop_position";"54.4005673";"18.576604"
"Buszkowy";"stop_position";"54.2308355";"18.4329029"
"Kolbudy";"stop_position";"54.2704141";"18.4703507"
"Piekarnicza";"stop_position";"54.351549";"18.5921624"
"Belgradzka 01";"stop_position";"54.355539";"18.5884474"
"Belgradzka 02";"stop_position";"54.355733";"18.588347"
"Chopina 01";"stop_position";"54.2627028";"18.6362087"
"Zastawna 02";"stop_position";"54.2458225";"18.6226415"
"Powstańców Warszawy/Gałczyńskiego 01";"stop_position";"54.2550256";"18.6722264"
"Rotmanka - Rondo 01";"stop_position";"54.2708882";"18.6167728"
"Kolumba 02";"stop_position";"54.3604119";"18.5774028"
"Kolumba 01";"stop_position";"54.3602121";"18.5775805"
"Bażyńskiego 04";"stop_position";"54.3995523";"18.5678336"
"Kościuszki 04";"stop_position";"54.3875629";"18.622263"
"Ukośna 02";"stop_position";"54.3109429";"18.6296477"
"Ukośna 01";"stop_position";"54.3116182";"18.6297262"
"Uniwersytet Gdański";"stop_position";"54.3956478";"18.5715813"
"Wyspiańskiego";"stop_position";"54.3764203";"18.6234083"
"Brama Żuławska";"stop_position";"54.3474471";"18.6694814"
"Brama Żuławska";"stop_position";"54.3474834";"18.6689381"
"Chełm Cienista 01";"stop_position";"54.3383064";"18.6268372"
"Os. Świętokrzyskie 02";"stop_position";"54.3136346";"18.5710142"
"Os. Świętokrzyskie 01";"stop_position";"54.313791";"18.5713573"
"Os. Świętokrzyskie 03";"stop_position";"54.3140924";"18.569726"
"Przejazdowo Sezonowa 71";"stop_position";"54.3323617";"18.7439073"
"Przejazdowo Sezonowa 04";"stop_position";"54.3300342";"18.7444718"
"Przejazdowo Łąkowa 02";"stop_position";"54.3220713";"18.7507123"
"Przejazdowo Łąkowa 01";"stop_position";"54.3221185";"18.7502363"
"Wieżycka";"stop_position";"54.3180482";"18.5868421"
"Wieżycka";"stop_position";"54.3180893";"18.5870015"
"Batalionów Chłopskich 02";"stop_position";"54.2450925";"18.630371"
"Słowackiego 01";"stop_position";"54.2624578";"18.6609343"
"Urząd Skarbowy 01";"stop_position";"54.2493628";"18.6379698"
"Grudziądzka 03";"stop_position";"54.3976385";"18.6221689"
