Nazwa;Typ;Latitude;Longitude;miasto;dzielnica
Politechnika;stop_position;54.3740237;18.6214827;Gdańsk;Wrzeszcz Górny
Gdańsk Przymorze - Uniwersytet;stop_position;54.4005916;18.5768541;Gdańsk;Przymorze Małe
Gdańsk Główny;stop_position;54.3562474;18.6438947;Gdańsk;Śródmieście
Gdańsk Oliwa;stop_position;54.4096085;18.5719021;Gdańsk;Oliwa
Gdansk Wrzeszcz;stop_position;54.3817783;18.6051895;Gdańsk;Wrzeszcz Górny
Gdańsk Oliwa;stop_position;54.409587;18.5716976;Gdańsk;Oliwa
Sopot;stop_position;54.4399949;18.5620833;Sopot;
Gdynia Karwiny;stop_position;54.4698849;18.5088041;Gdynia;Mały Kack
Gdańsk Firoga;stop_position;54.3783037;18.487096;Gdańsk;Matarnia
Staniszewskiego;stop_position;54.4933328;18.4363856;Gdynia;Chwarzno-Wiczlino
Barniewice, Topolowa;stop_position;54.4050627;18.4363135;Barniewice;
Górnicza - Kościół 02;stop_position;54.4669767;18.4819481;Gdynia;Wielki Kack
Astronautów 02;stop_position;54.3771633;18.5040537;Gdańsk;Matarnia
Szybowcowa 01;stop_position;54.3789078;18.4883848;Gdańsk;Matarnia
Szybowcowa 02;stop_position;54.3789551;18.4888756;Gdańsk;Matarnia
Brak nazwy;stop_position;54.3714652;18.6526111;Gdańsk;Młyniska
Przystanek końcowy;stop_position;54.3554926;18.6426945;Gdańsk;Śródmieście
Muzeum Narodowe 02;stop_position;54.3445317;18.6487743;Gdańsk;Śródmieście
Sienna Grobla II;stop_position;54.3544443;18.665897;Gdańsk;Śródmieście
Wiślinka Most;stop_position;54.3416149;18.8246165;Wiślinka;
Potęgowska 01;stop_position;54.3313971;18.5464426;Gdańsk;Jasień
Potęgowska 02;stop_position;54.331455;18.5463957;Gdańsk;Jasień
Węzeł Groddecka;stop_position;54.3490488;18.642126;Gdańsk;Śródmieście
Opera Bałtycka;stop_position;54.3720908;18.6247423;Gdańsk;Wrzeszcz Górny
Opera Bałtycka;stop_position;54.3721306;18.6248077;Gdańsk;Wrzeszcz Górny
Reja;stop_position;54.3788572;18.6225214;Gdańsk;Wrzeszcz Dolny
Nad Jarem 02;stop_position;54.3549264;18.6154104;Gdańsk;Suchanino
Gdynia Arena (NŻ);stop_position;54.4977442;18.5323991;Gdynia;Wzgórze Świętego Maksymiliana
Myśliwska 01;stop_position;54.4709998;18.4906066;Gdynia;Wielki Kack
Oczyszczalnia 03;stop_position;54.3418874;18.757925;Gdańsk;Rudniki
Cedry Małe, Długa;stop_position;54.2856671;18.8431812;Cedry Małe;
Sopocka 01;stop_position;54.4300675;18.4785989;Gdańsk;Osowa
Polsat Plus Arena Gdańsk;stop_position;54.3870696;18.6481332;Gdańsk;Letnica
Żaglowa - AmberExpo;stop_position;54.3824001;18.6384637;Gdańsk;Letnica
Oliwa 08;stop_position;54.410163;18.5656469;Gdańsk;Oliwa
Wojska Polskiego 04;stop_position;54.3864925;18.5920176;Gdańsk;Strzyża
Wojska Polskiego 03;stop_position;54.3877251;18.5905831;Gdańsk;Strzyża
Instytut Med. Morskiej i Tropikalnej 02;stop_position;54.4873833;18.5471502;Gdynia;Redłowo
Zaroślak 04;stop_position;54.3418041;18.6416414;Gdańsk;Śródmieście
Kępna 02;stop_position;54.3589639;18.7471723;Gdańsk;Krakowiec - Górki Zachodnie
Łostowice Świętokrzyska 02;stop_position;54.3231442;18.6066429;Gdańsk;Orunia Górna - Gdańsk Południe
Świętokrzyska 02;stop_position;54.3243831;18.6036785;Gdańsk;Chełm
Świętokrzyska 01;stop_position;54.3243794;18.6056793;Gdańsk;Chełm
Górecka 01;stop_position;54.355377;18.7454582;Gdańsk;Krakowiec - Górki Zachodnie
Stogi - Górki Zachodnie;stop_position;54.3538944;18.7838643;Gdańsk;Krakowiec - Górki Zachodnie
Narodowe Centrum Żeglarstwa;stop_position;54.3674723;18.7807995;Gdańsk;Krakowiec - Górki Zachodnie
Krasickiego 02;stop_position;54.4061728;18.6442654;Gdańsk;Brzeźno
Sołdka;stop_position;54.4261871;18.4725875;Gdańsk;Osowa
Bora Komorowskiego 07;stop_position;54.4087757;18.5867141;Gdańsk;Przymorze Małe
Halicka 01;stop_position;54.4911852;18.5334931;Gdynia;Mały Kack
Siedlce 06;stop_position;54.3484713;18.6066859;Gdańsk;Siedlce
Dworzec Główny;stop_position;54.3545473;18.6455638;Gdańsk;Śródmieście
Siedlicka 01;stop_position;54.3700348;18.6122923;Gdańsk;Wrzeszcz Górny
Legionów;stop_position;54.3871217;18.6107054;Gdańsk;Wrzeszcz Dolny
Niedźwiednik PKM 01;stop_position;54.3775585;18.5745135;Gdańsk;Wrzeszcz Górny
Nowy Port Zajezdnia 01;stop_position;54.3979692;18.6732324;Gdańsk;Nowy Port
Lipowa 02;stop_position;54.470147;18.4906179;Gdynia;Wielki Kack
Zielona Brama;stop_position;54.3475858;18.6558204;Gdańsk;Śródmieście
Żabi Kruk;stop_position;54.3421167;18.648945;Gdańsk;Śródmieście
Pomorska 04;stop_position;54.4191317;18.5845144;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Wilanowska;stop_position;54.3368199;18.5993927;Gdańsk;Chełm
Lipuska;stop_position;54.3385914;18.510837;Gdańsk;Kokoszki
Brak nazwy;stop_position;54.3714068;18.6532436;Gdańsk;Młyniska
Gdansk Wrzeszcz;stop_position;54.3818078;18.6052335;Gdańsk;Wrzeszcz Górny
Odrzańska;stop_position;54.3454028;18.626213;Gdańsk;Chełm
Dworska;stop_position;54.4040631;18.6240762;Gdańsk;Brzeźno
Gdańsk Śródmieście;stop_position;54.3468571;18.6442195;Gdańsk;Śródmieście
Tarasy (Bema);stop_position;54.3506184;18.6320955;Gdańsk;Siedlce
Makro 02;stop_position;54.337323;18.7389769;Przejazdowo;
Jabłoniowa Osiedle;stop_position;54.33164;18.563435;Gdańsk;Jasień
Cieszyńskiego 02;stop_position;54.3382289;18.6100062;Gdańsk;Chełm
Cieszyńskiego 01;stop_position;54.3381789;18.6104796;Gdańsk;Chełm
Płocka;stop_position;54.3289489;18.5999785;Gdańsk;Chełm
Malczewskiego 01;stop_position;54.4497163;18.5554953;Sopot;
Bysewo 02;stop_position;54.3739767;18.4625563;Gdańsk;Kokoszki
Chełm Witosa 02;stop_position;54.3371357;18.617076;Gdańsk;Chełm
Chełm Witosa;stop_position;54.3371799;18.6171456;Gdańsk;Chełm
Chełm Witosa 01;stop_position;54.3377235;18.6177449;Gdańsk;Chełm
Sikorskiego;stop_position;54.3387908;18.6184763;Gdańsk;Chełm
Kiełpino - Szkoła;stop_position;54.3397855;18.5080631;Gdańsk;Kokoszki
Gostyńska Szpital 02;stop_position;54.3473988;18.5107379;Gdańsk;Kokoszki
Knyszyńska 01;stop_position;54.3139732;18.6032593;Gdańsk;Orunia Górna - Gdańsk Południe
Władysława Jagiełły 02;stop_position;54.4726248;18.5083224;Gdynia;Mały Kack
Grenadierów 01;stop_position;54.4753483;18.5047929;Gdynia;Mały Kack
Mostostal;stop_position;54.3857622;18.6449256;Gdańsk;Letnica
Gdańsk Jasień;stop_position;54.3536199;18.5500425;Gdańsk;Jasień
Gdańsk Jasień;stop_position;54.3536528;18.5500148;Gdańsk;Jasień
Zakopiańska;stop_position;54.3488021;18.6191154;Gdańsk;Siedlce
Zakopiańska;stop_position;54.3488033;18.6185293;Gdańsk;Siedlce
Firoga 01;stop_position;54.3798251;18.4833202;Gdańsk;Matarnia
Jelitkowo;stop_position;54.4232777;18.5926384;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Jelitkowo;stop_position;54.4233225;18.592591;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Pomorska 02;stop_position;54.4193335;18.5843975;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Kołobrzeska;stop_position;54.4034311;18.5915217;Gdańsk;Przymorze Wielkie
Kołobrzeska;stop_position;54.4043555;18.5910057;Gdańsk;Przymorze Wielkie
Bora Komorowskiego 01;stop_position;54.4080058;18.5891984;Gdańsk;Przymorze Wielkie
Bora Komorowskiego 02;stop_position;54.4090171;18.5887427;Gdańsk;Przymorze Wielkie
Czerwony Dwór;stop_position;54.4118694;18.5879686;Gdańsk;Przymorze Małe
Czerwony Dwór;stop_position;54.4126311;18.5877804;Gdańsk;Przymorze Małe
Piastowska 01;stop_position;54.4155636;18.5870426;Gdańsk;Przymorze Małe
Piastowska;stop_position;54.416436;18.586711;Gdańsk;Przymorze Małe
Osiedle Wejhera 02;stop_position;54.4203521;18.584215;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Osiedle Wejhera 01;stop_position;54.4204803;18.5847306;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Bajana 01;stop_position;54.3900011;18.6082186;Gdańsk;Zaspa-Rozstaje
Legionów;stop_position;54.3868041;18.6109184;Gdańsk;Wrzeszcz Dolny
Mickiewicza 01;stop_position;54.3833588;18.6205848;Gdańsk;Wrzeszcz Dolny
Mickiewicza 03;stop_position;54.383994;18.621959;Gdańsk;Wrzeszcz Dolny
Plac Komorowskiego 02;stop_position;54.3834465;18.6146333;Gdańsk;Wrzeszcz Dolny
Stocznia Północna 02;stop_position;54.3716992;18.6340313;Gdańsk;Młyniska
Stocznia Północna 01;stop_position;54.3719649;18.6337917;Gdańsk;Młyniska
Twarda;stop_position;54.3746702;18.6313369;Gdańsk;Młyniska
Węzeł Kliniczna;stop_position;54.3766609;18.6307706;Gdańsk;Młyniska
Żwirki i Wigury 02;stop_position;54.391829;18.6061569;Gdańsk;Zaspa-Rozstaje
Migowo;stop_position;54.3524378;18.5757533;Gdańsk;Piecki-Migowo
Migowo;stop_position;54.3526486;18.575985;Gdańsk;Piecki-Migowo
Jaśkowa Dolina 02;stop_position;54.3782675;18.6066806;Gdańsk;Wrzeszcz Górny
Helska;stop_position;54.4215516;18.5880994;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Helska;stop_position;54.421637;18.5884915;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Startowa;stop_position;54.3967486;18.5979764;Gdańsk;Zaspa-Rozstaje
Startowa;stop_position;54.3970135;18.5976117;Gdańsk;Zaspa-Rozstaje
Gdańsk Brętowo;stop_position;54.365241;18.5736534;Gdańsk;Brętowo
Galaktyczna 01;stop_position;54.4281212;18.4862893;Gdańsk;Osowa
Cedrowa 01;stop_position;54.3394293;18.5855478;Gdańsk;Ujeścisko - Łostowice
Chałubińskiego;stop_position;54.3415664;18.617725;Gdańsk;Chełm
Chałubińskiego;stop_position;54.3419017;18.6176897;Gdańsk;Chełm
Odrzańska;stop_position;54.3454197;18.6257237;Gdańsk;Chełm
Ciasna;stop_position;54.3491037;18.6241873;Gdańsk;Siedlce
Ciasna;stop_position;54.3491569;18.6247222;Gdańsk;Siedlce
Paska;stop_position;54.350089;18.6303264;Gdańsk;Siedlce
Paska;stop_position;54.3500044;18.629813;Gdańsk;Siedlce
Gospody 02;stop_position;54.4197913;18.582435;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Pomorska - Osiedle;stop_position;54.4180669;18.5774326;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Pomorska - Osiedle;stop_position;54.4182952;18.5779893;Gdańsk;Żabianka-Wejhera-Jelitkowo-Tysiąclecia
Nowe Ogrody 02;stop_position;54.3521687;18.6422003;Gdańsk;Śródmieście
Kielecka 02;stop_position;54.3336723;18.5909525;Gdańsk;Ujeścisko - Łostowice
Niegowska 01;stop_position;54.301479;18.6312775;Gdańsk;Orunia - Święty Wojciech - Lipce
Niegowska 02;stop_position;54.3028226;18.6309362;Gdańsk;Orunia - Święty Wojciech - Lipce
Nowiny 02;stop_position;54.3175722;18.6295852;Gdańsk;Orunia - Święty Wojciech - Lipce
Nowiny 01;stop_position;54.3192623;18.6301848;Gdańsk;Orunia - Święty Wojciech - Lipce
Ogrodowa 02;stop_position;54.3694878;18.5710793;Gdańsk;Brętowo
Ogrodowa 01;stop_position;54.3713279;18.5701656;Gdańsk;Brętowo
Potokowa 04;stop_position;54.3736146;18.5682333;Gdańsk;Brętowo
Przytulna;stop_position;54.3483269;18.5333224;Gdańsk;Jasień
Płocka;stop_position;54.328898;18.5998458;Gdańsk;Chełm
Płocka;stop_position;54.328924;18.5985572;Gdańsk;Chełm
Płocka;stop_position;54.3292693;18.5979379;Gdańsk;Chełm
Rejtana 02;stop_position;54.3280815;18.6336794;Gdańsk;Orunia - Święty Wojciech - Lipce
Rejtana 01;stop_position;54.328425;18.6339791;Gdańsk;Orunia - Święty Wojciech - Lipce
Rogalińska 01;stop_position;54.330888;18.6005477;Gdańsk;Chełm
Rogalińska 02;stop_position;54.3312181;18.6005246;Gdańsk;Chełm
Szczęśliwa;stop_position;54.3490804;18.5282833;Gdańsk;Jasień
Urząd Dozoru Technicznego 01;stop_position;54.3158118;18.6292412;Gdańsk;Orunia - Święty Wojciech - Lipce
Węzeł Karczemki;stop_position;54.3472499;18.5284678;Gdańsk;Jasień
Węzeł Karczemki;stop_position;54.3473886;18.5279826;Gdańsk;Jasień
Brętowo PKM 04;stop_position;54.3647594;18.5725598;Gdańsk;Brętowo
Życzliwa;stop_position;54.3452068;18.5363349;Gdańsk;Jasień
Życzliwa;stop_position;54.3458142;18.5333372;Gdańsk;Jasień
Fabryczna;stop_position;54.3534954;18.4937885;Gdańsk;Kokoszki
Gostyńska Szpital 01;stop_position;54.3479488;18.5107561;Gdańsk;Kokoszki
Inżynierska;stop_position;54.3516351;18.5022093;Gdańsk;Kokoszki
Inżynierska;stop_position;54.3521918;18.5005792;Gdańsk;Kokoszki
Karczemki;stop_position;54.3493509;18.5105192;Gdańsk;Kokoszki
Karczemki;stop_position;54.3497268;18.5124773;Gdańsk;Kokoszki
Kiełpino - Szkoła;stop_position;54.3395805;18.50794;Gdańsk;Kokoszki
Kiełpino Górne 01;stop_position;54.3420436;18.498867;Gdańsk;Kokoszki
Kiełpino Górne 02;stop_position;54.3420959;18.4992122;Gdańsk;Kokoszki
Otomińska;stop_position;54.3435096;18.5100683;Gdańsk;Kokoszki
Otomińska;stop_position;54.3441322;18.5105542;Gdańsk;Kokoszki
Łapińska;stop_position;54.3394965;18.5022992;Gdańsk;Kokoszki
Łapińska;stop_position;54.3397058;18.5009666;Gdańsk;Kokoszki
Agrarna 03;stop_position;54.3760036;18.5081005;Gdańsk;Matarnia
Agrarna 01;stop_position;54.376354;18.5097564;Gdańsk;Matarnia
Dworkowa;stop_position;54.3444308;18.681297;Gdańsk;Olszynka
Węzeł Elbląska 01;stop_position;54.3489508;18.6907101;Gdańsk;Rudniki
Maki 01;stop_position;54.3450597;18.6747463;Gdańsk;Olszynka
Mjr Słabego;stop_position;54.3723991;18.5221867;Gdańsk;Matarnia
Mostek 02;stop_position;54.3490396;18.6736723;Gdańsk;Śródmieście
Sierpowa;stop_position;54.3378655;18.6741118;Gdańsk;Olszynka
Sąsiedzka 01;stop_position;54.3709284;18.5043371;Gdańsk;Matarnia
Sąsiedzka 02;stop_position;54.3703899;18.5039222;Gdańsk;Matarnia
Złota Karczma 02;stop_position;54.374761;18.5219358;Gdańsk;Matarnia
Złota Karczma 01;stop_position;54.3749887;18.5218577;Gdańsk;Matarnia
Zawodzie;stop_position;54.339355;18.6866939;Gdańsk;Olszynka
Harfowa 02;stop_position;54.376475;18.5249551;Gdańsk;Matarnia
Matarnia PKM 01;stop_position;54.3744505;18.5071525;Gdańsk;Matarnia
Budapesztańska;stop_position;54.3558282;18.5787184;Gdańsk;Piecki-Migowo
Budapesztańska;stop_position;54.3557061;18.5782682;Gdańsk;Piecki-Migowo
Bysewo 03;stop_position;54.3750586;18.4640508;Gdańsk;Kokoszki
Bysewo 04;stop_position;54.3753678;18.4627493;Gdańsk;Kokoszki
Bysewo 01;stop_position;54.3737157;18.4623858;Gdańsk;Kokoszki
"Schronisko dla zwierząt ""Promyk"" 01";stop_position;54.3691656;18.4622964;Gdańsk;Kokoszki
"Schronisko dla zwierząt ""Promyk"" 02";stop_position;54.3694566;18.4617176;Gdańsk;Kokoszki
Centrostal 02;stop_position;54.3654887;18.4695849;Gdańsk;Kokoszki
Centrostal 01;stop_position;54.366396;18.4677793;Gdańsk;Kokoszki
Heweliusza;stop_position;54.3562929;18.6522402;Gdańsk;Śródmieście
Instal 02;stop_position;54.3670254;18.4665524;Gdańsk;Kokoszki
Kokoszki - Poczta 02;stop_position;54.3638605;18.4795695;Gdańsk;Kokoszki
Kokoszki - Poczta 01;stop_position;54.3639311;18.4811109;Gdańsk;Kokoszki
Kosmonautów;stop_position;54.3723272;18.4747576;Gdańsk;Kokoszki
Kosmonautów;stop_position;54.3727657;18.4732265;Gdańsk;Kokoszki
Migowo;stop_position;54.352766;18.5758606;Gdańsk;Piecki-Migowo
Migowo;stop_position;54.3529084;18.5763541;Gdańsk;Piecki-Migowo
Nowatorów 02;stop_position;54.3649792;18.4903756;Gdańsk;Kokoszki
Nowatorów 01;stop_position;54.3653673;18.493557;Gdańsk;Kokoszki
Nowatorów 04;stop_position;54.3657174;18.4902451;Gdańsk;Kokoszki
Brak nazwy;stop_position;54.3772403;18.4549669;Gdańsk;Kokoszki
Brak nazwy;stop_position;54.3776452;18.4532691;Gdańsk;Kokoszki
Brak nazwy;stop_position;54.3785835;18.4493466;Gdańsk;Kokoszki
Brak nazwy;stop_position;54.3788313;18.4483072;Gdańsk;Kokoszki
Brak nazwy;stop_position;54.3739557;18.4686635;Gdańsk;Kokoszki
Brak nazwy;stop_position;54.3741374;18.4679055;Gdańsk;Kokoszki
Rakietowa;stop_position;54.369312;18.482905;Gdańsk;Kokoszki
Rakietowa;stop_position;54.3700338;18.4811567;Gdańsk;Kokoszki
Staw Wróbla 01;stop_position;54.3505546;18.5565118;Gdańsk;Piecki-Migowo
Targ Rybny;stop_position;54.3535927;18.657827;Gdańsk;Śródmieście
Unimor 01;stop_position;54.3640377;18.4725311;Gdańsk;Kokoszki
Unimor 02;stop_position;54.3641976;18.4722018;Gdańsk;Kokoszki
Zacna;stop_position;54.3506911;18.5632031;Gdańsk;Piecki-Migowo
Zbieżna;stop_position;54.3669106;18.4878846;Gdańsk;Kokoszki
Żuraw;stop_position;54.3509093;18.6570839;Gdańsk;Śródmieście
Brama Nizinna;stop_position;54.3405618;18.6479573;Gdańsk;Śródmieście
Brama Nizinna;stop_position;54.340955;18.6483756;Gdańsk;Śródmieście
Głucha 02;stop_position;54.3274002;18.6410484;Gdańsk;Orunia - Święty Wojciech - Lipce
Głucha 01;stop_position;54.3278458;18.6411717;Gdańsk;Orunia - Święty Wojciech - Lipce
Kolonia Mysia;stop_position;54.3318066;18.6427345;Gdańsk;Orunia - Święty Wojciech - Lipce
Kolonia Mysia;stop_position;54.3319535;18.6428015;Gdańsk;Orunia - Święty Wojciech - Lipce
Przybrzeżna;stop_position;54.3348907;18.6480015;Gdańsk;Orunia - Święty Wojciech - Lipce
Ptasia;stop_position;54.330234;18.6265836;Gdańsk;Orunia - Święty Wojciech - Lipce
Ptasia 02;stop_position;54.3302644;18.6280585;Gdańsk;Orunia - Święty Wojciech - Lipce
Równa;stop_position;54.3242457;18.6408858;Gdańsk;Orunia - Święty Wojciech - Lipce
Sandomierska 02;stop_position;54.3323772;18.6344872;Gdańsk;Orunia - Święty Wojciech - Lipce
Sandomierska 01;stop_position;54.3324344;18.6347209;Gdańsk;Orunia - Święty Wojciech - Lipce
Stare Szkoty 02;stop_position;54.3355882;18.6362137;Gdańsk;Orunia - Święty Wojciech - Lipce
De Plelo;stop_position;54.3896004;18.6757045;Gdańsk;Przeróbka
De Plelo;stop_position;54.3896764;18.6758499;Gdańsk;Przeróbka
Potokowa 02;stop_position;54.3736775;18.5666112;Gdańsk;Brętowo
Potokowa 03;stop_position;54.374433;18.5667086;Gdańsk;Brętowo
Potokowa 01;stop_position;54.3746876;18.5686698;Gdańsk;Brętowo
Przystań Żeglugi 02;stop_position;54.4029911;18.6825866;Gdańsk;Przeróbka
Przystań Żeglugi 01;stop_position;54.4040181;18.6815802;Gdańsk;Przeróbka
Westerplatte 01;stop_position;54.4060927;18.6771164;Gdańsk;Przeróbka
Hevelianum 02;stop_position;54.3525416;18.6354694;Gdańsk;Siedlce
Hevelianum 01;stop_position;54.3527799;18.6349977;Gdańsk;Siedlce
Przywidzka 03;stop_position;54.3246178;18.5492147;Gdańsk;Jasień
Przywidzka 01;stop_position;54.3252819;18.5492526;Gdańsk;Jasień
Szadółki Obwodnica;stop_position;54.3229908;18.5427833;Gdańsk;Jasień
Szadółki Obwodnica;stop_position;54.3231489;18.5427888;Gdańsk;Jasień
Urząd Miejski 02;stop_position;54.3514521;18.6394443;Gdańsk;Śródmieście
Zakład Utylizacyjny 01;stop_position;54.3229992;18.5406808;Gdańsk;Jasień
Port Lotniczy 09;stop_position;54.3829072;18.4673747;Gdańsk;Matarnia
Barniewicka 02;stop_position;54.4341776;18.4661445;Gdańsk;Osowa
Biwakowa;stop_position;54.4270192;18.4599652;Gdańsk;Osowa
Biwakowa;stop_position;54.42817;18.4609046;Gdańsk;Osowa
Klukowo 01;stop_position;54.3889718;18.4821858;Gdańsk;Matarnia
Klukowo 04;stop_position;54.3893318;18.4825905;Gdańsk;Matarnia
Klukowo 03;stop_position;54.3893937;18.482739;Gdańsk;Matarnia
Jednorożca;stop_position;54.4235971;18.4787235;Gdańsk;Osowa
Jednorożca;stop_position;54.424271;18.4787557;Gdańsk;Osowa
Marsa;stop_position;54.4201058;18.4785434;Gdańsk;Osowa
Marsa;stop_position;54.420901;18.4785667;Gdańsk;Osowa
Niedziałkowskiego 02;stop_position;54.4302696;18.4620974;Gdańsk;Osowa
Niedziałkowskiego 01;stop_position;54.4313114;18.4631679;Gdańsk;Osowa
Nowa 02;stop_position;54.432479;18.4710841;Gdańsk;Osowa
Odyseusza;stop_position;54.4314841;18.4838785;Gdańsk;Osowa
Osiedle Barniewice;stop_position;54.4122066;18.4514238;Gdańsk;Osowa
Osowa Obwodnica;stop_position;54.4288028;18.4960837;Gdańsk;Osowa
Osowa Obwodnica;stop_position;54.42881;18.4956995;Gdańsk;Osowa
Owczarnia 02;stop_position;54.4141427;18.4804206;Gdańsk;Osowa
Przyrodników;stop_position;54.3842104;18.4326504;Gdańsk;Kokoszki
Wojnarskiego 01;stop_position;54.3845569;18.4860381;Gdańsk;Matarnia
Radiowa 01;stop_position;54.3898673;18.4761556;Gdańsk;Matarnia
Radiowa 02;stop_position;54.3899809;18.4755247;Gdańsk;Matarnia
Saturna 02;stop_position;54.4146032;18.4466546;Gdańsk;Osowa
Saturna 01;stop_position;54.4149454;18.4468798;Gdańsk;Osowa
Spadochroniarzy 02;stop_position;54.3856569;18.4706671;Gdańsk;Matarnia
Spadochroniarzy 01;stop_position;54.3870909;18.4718183;Gdańsk;Matarnia
Transportowców 02;stop_position;54.3581127;18.4911002;Gdańsk;Kokoszki
Transportowców 01;stop_position;54.3594087;18.4915425;Gdańsk;Kokoszki
Harfowa 01;stop_position;54.3761379;18.523183;Gdańsk;Matarnia
Chrzanowskiego 02;stop_position;54.3800605;18.5869171;Gdańsk;Wrzeszcz Górny
Damroki;stop_position;54.3387314;18.5643127;Gdańsk;Jasień
Dolne Młyny 02;stop_position;54.3666067;18.567729;Gdańsk;Brętowo
Emaus;stop_position;54.3467026;18.6030599;Gdańsk;Siedlce
Emaus;stop_position;54.347146;18.6021418;Gdańsk;Siedlce
Emaus;stop_position;54.3475211;18.6042548;Gdańsk;Siedlce
Emaus;stop_position;54.3481958;18.6027629;Gdańsk;Siedlce
Galeria Bałtycka 04;stop_position;54.3815099;18.5993131;Gdańsk;Wrzeszcz Górny
Galeria Bałtycka 06;stop_position;54.3821199;18.5969757;Gdańsk;Wrzeszcz Górny
Galeria Bałtycka 05;stop_position;54.3830242;18.5989008;Gdańsk;Wrzeszcz Górny
Galeria Bałtycka 03;stop_position;54.3833181;18.5972506;Gdańsk;Wrzeszcz Górny
Jasień - Pólnicy;stop_position;54.341065;18.5611293;Gdańsk;Jasień
Karskiego 01;stop_position;54.3636287;18.5565175;Gdańsk;Brętowo
Karskiego 02;stop_position;54.3636495;18.5562728;Gdańsk;Brętowo
Krzemowa 01;stop_position;54.3246609;18.6180275;Gdańsk;Orunia Górna - Gdańsk Południe
Orunia Górna 01;stop_position;54.3251906;18.6184956;Gdańsk;Orunia Górna - Gdańsk Południe
Platynowa 03;stop_position;54.326355;18.6113813;Gdańsk;Orunia Górna - Gdańsk Południe
Platynowa 02;stop_position;54.3266121;18.6093216;Gdańsk;Chełm
Platynowa 01;stop_position;54.3273683;18.6111271;Gdańsk;Orunia - Święty Wojciech - Lipce
Potokowa - Matemblewska 01;stop_position;54.3657134;18.5617307;Gdańsk;Brętowo
Potokowa - Matemblewska 02;stop_position;54.3664566;18.5632701;Gdańsk;Brętowo
Reymonta;stop_position;54.3828868;18.5850665;Gdańsk;Strzyża
Reymonta;stop_position;54.3829973;18.5849091;Gdańsk;Strzyża
Srebrniki 02;stop_position;54.3788073;18.5791726;Gdańsk;Wrzeszcz Górny
Srebrniki 01;stop_position;54.378985;18.5806022;Gdańsk;Wrzeszcz Górny
Cmentarz Srebrzysko 01;stop_position;54.3780414;18.5809058;Gdańsk;Wrzeszcz Górny
Cmentarz Srebrzysko 02;stop_position;54.3780918;18.5790661;Gdańsk;Wrzeszcz Górny
Słowackiego - Działki 02;stop_position;54.3709535;18.555622;Gdańsk;Brętowo
Słowackiego - Działki 01;stop_position;54.370649;18.5563064;Gdańsk;Brętowo
Uranowa 01;stop_position;54.3261188;18.6203018;Gdańsk;Orunia Górna - Gdańsk Południe
Pagórkowa;stop_position;54.3449612;18.5906535;Gdańsk;Ujeścisko - Łostowice
Pagórkowa;stop_position;54.3450944;18.5914362;Gdańsk;Ujeścisko - Łostowice
Źródlana;stop_position;54.3419339;18.5535065;Gdańsk;Jasień
Bratki 01;stop_position;54.3345572;18.671078;Gdańsk;Olszynka
Stary Rynek Oliwski 01;stop_position;54.4087963;18.557906;Gdańsk;Oliwa
Stary Rynek Oliwski 02;stop_position;54.4089235;18.5555061;Gdańsk;Oliwa
Brama Oruńska 02;stop_position;54.3393472;18.6397;Gdańsk;Orunia - Święty Wojciech - Lipce
Gęsia;stop_position;54.3308556;18.6673982;Gdańsk;Olszynka
"Hala ""Olivia"" 01";stop_position;54.4014011;18.5740381;Gdańsk;Oliwa
Hokejowa 01;stop_position;54.309666;18.5879527;Gdańsk;Orunia Górna - Gdańsk Południe
Hokejowa 02;stop_position;54.310479;18.5888842;Gdańsk;Ujeścisko - Łostowice
Liliowa;stop_position;54.3152398;18.5911515;Gdańsk;Ujeścisko - Łostowice
Liliowa;stop_position;54.3154973;18.5910487;Gdańsk;Ujeścisko - Łostowice
Miedza n/ż 01;stop_position;54.3355042;18.6619964;Gdańsk;Olszynka
Olszynka - Niwki 01;stop_position;54.3359204;18.6772006;Gdańsk;Olszynka
Przebiśniegowa;stop_position;54.3158431;18.5936905;Gdańsk;Ujeścisko - Łostowice
Przebiśniegowa;stop_position;54.3160196;18.5936475;Gdańsk;Ujeścisko - Łostowice
Przymorze SKM 01;stop_position;54.4014794;18.5765174;Gdańsk;Przymorze Małe
Rynarzewo;stop_position;54.4214792;18.5382582;Gdańsk;Oliwa
Rynarzewo;stop_position;54.4217752;18.536952;Gdańsk;Oliwa
Stoczniowców;stop_position;54.3432161;18.6317471;Gdańsk;Chełm
Wronki;stop_position;54.3422424;18.6284208;Gdańsk;Chełm
Zagony;stop_position;54.336345;18.6587399;Gdańsk;Olszynka
Łanowa I;stop_position;54.328291;18.6703918;Gdańsk;Olszynka
